wavs/9-7-18 clem interviewed by tara_1.wav-00071910_00075420.wav|BIH0KAO1Z YUW1 WIH1L NOW1 DHAE1T AY1 WIH1L BIY1 VEH1RIY0 VEH1RIY0 AH1PSEH2T IH1F YUW1 DUW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-00371310_00379170.wav|PUH1L IH1T AO1F WIY1 DHEH1R WAA1Z NOW1 MAH1NIY0 IH0NFIH1NAH0TIY0 WAA1ZAH0NT REH1DIY0 . SOW1 IH1T WAA1Z IH1T WAA1Z IH0MPAO1RTAH0NT IH0KSPIH1RIY0AH0NS DHOW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-00372780_00379170.wav|NOW1 MAH1NIY0 IH0NFIH1NAH0TIY0 WAA1ZAH0NT REH1DIY0 . SOW1 IH1T WAA1Z IH1T WAA1Z IH0MPAO1RTAH0NT IH0KSPIH1RIY0AH0NS DHOW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-00372780_00379170.wav|WAA1Z NOW1 MAH1NIY0 IH0NFIH1NAH0TIY0 WAA1ZAH0NT REH1DIY0 . SOW1 IH1T WAA1Z IH1T WAA1Z IH0MPAO1RTAH0NT IH0KSPIH1RIY0AH0NS DHOW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-00371220_00379170.wav|TUW1 PUH1L IH1T AO1F WIY1 DHEH1R WAA1Z NOW1 MAH1NIY0 IH0NFIH1NAH0TIY0 WAA1ZAH0NT REH1DIY0 . SOW1 IH1T WAA1Z IH1T WAA1Z IH0MPAO1RTAH0NT IH0KSPIH1RIY0AH0NS DHOW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-00374700_00379170.wav|REH1DIY0 . SOW1 IH1T WAA1Z IH1T WAA1Z IH0MPAO1RTAH0NT IH0KSPIH1RIY0AH0NS DHOW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-00374370_00379170.wav|WAA1ZAH0NT REH1DIY0 . SOW1 IH1T WAA1Z IH1T WAA1Z IH0MPAO1RTAH0NT IH0KSPIH1RIY0AH0NS DHOW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-00371460_00379170.wav|IH1T AO1F WIY1 DHEH1R WAA1Z NOW1 MAH1NIY0 IH0NFIH1NAH0TIY0 WAA1ZAH0NT REH1DIY0 . SOW1 IH1T WAA1Z IH1T WAA1Z IH0MPAO1RTAH0NT IH0KSPIH1RIY0AH0NS DHOW1 .
wavs/9-7-18 clem interviewed by tara_1.wav-00379860_00387780.wav|AH0ND , AH0ND EH1VER0 SIH1NS WIY1V DAH1N DHAH0 IH0NTAY1ER0 GOW1L AH0ND MIH1SHAH0N WAA1Z AO1LWEY2Z DUW1IH0NG THIH1NGZ FAO1R DHAH0 IH0NVAY1RAH0NMAH0NT .
wavs/9-7-18 clem interviewed by tara_1.wav-00406530_00413100.wav|NEH1VER0 HHAE1D EH1NIY0 MAH1NIY0 . SOW1 AY1 WAA1Z AO1LWEY2Z WIY1 RIH0LAY1D AA1N AH0 KRUW1 MEH1MBER0Z MEY1KIH0NG FAH0NAE1NSHAH0L KAA2NTRAH0BYUW1SHAH0NZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00406800_00413100.wav|HHAE1D EH1NIY0 MAH1NIY0 . SOW1 AY1 WAA1Z AO1LWEY2Z WIY1 RIH0LAY1D AA1N AH0 KRUW1 MEH1MBER0Z MEY1KIH0NG FAH0NAE1NSHAH0L KAA2NTRAH0BYUW1SHAH0NZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00407670_00413100.wav|SOW1 AY1 WAA1Z AO1LWEY2Z WIY1 RIH0LAY1D AA1N AH0 KRUW1 MEH1MBER0Z MEY1KIH0NG FAH0NAE1NSHAH0L KAA2NTRAH0BYUW1SHAH0NZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00406260_00413100.wav|WIY1 NEH1VER0 HHAE1D EH1NIY0 MAH1NIY0 . SOW1 AY1 WAA1Z AO1LWEY2Z WIY1 RIH0LAY1D AA1N AH0 KRUW1 MEH1MBER0Z MEY1KIH0NG FAH0NAE1NSHAH0L KAA2NTRAH0BYUW1SHAH0NZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00406920_00413100.wav|EH1NIY0 MAH1NIY0 . SOW1 AY1 WAA1Z AO1LWEY2Z WIY1 RIH0LAY1D AA1N AH0 KRUW1 MEH1MBER0Z MEY1KIH0NG FAH0NAE1NSHAH0L KAA2NTRAH0BYUW1SHAH0NZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00407100_00413100.wav|MAH1NIY0 . SOW1 AY1 WAA1Z AO1LWEY2Z WIY1 RIH0LAY1D AA1N AH0 KRUW1 MEH1MBER0Z MEY1KIH0NG FAH0NAE1NSHAH0L KAA2NTRAH0BYUW1SHAH0NZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00453840_00461250.wav|EH1VRIY0BAA2DIY0 EH1NDAH0D AH1P BROW1K AH0ND WIY1 RIH0LAY1D AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00454560_00461250.wav|AH1P BROW1K AH0ND WIY1 RIH0LAY1D AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00458550_00461250.wav|AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00456750_00461250.wav|KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00456210_00461250.wav|AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00457380_00461250.wav|FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00455100_00461250.wav|WIY1 RIH0LAY1D AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00455700_00461250.wav|RIH0LAY1D AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00454680_00461250.wav|BROW1K AH0ND WIY1 RIH0LAY1D AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00454290_00461250.wav|EH1NDAH0D AH1P BROW1K AH0ND WIY1 RIH0LAY1D AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00456330_00461250.wav|EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00455100_00461250.wav|AH0ND WIY1 RIH0LAY1D AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00453420_00461250.wav|IH0VEH1NCHAH0WAH0LIY0 EH1VRIY0BAA2DIY0 EH1NDAH0D AH1P BROW1K AH0ND WIY1 RIH0LAY1D AA1N EH1VRIY0BAA2DIY0 KAH0NTRIH1BYUW0TIH0NG FAH0NAE1NSHAH0LIY0 . AH0ND AE1T DHAH0 SEY1M TAY1M AY1 WAA1Z WEH1RIH0NG WEY1 TUW1 MEH1NIY0 HHAE1TS .
wavs/9-7-18 clem interviewed by tara_1.wav-00466590_00474570.wav|WIH1DH ZIH1ROW0 MAH1NIY0 AH0ND ZIH1ROW0 IH0KSPIH1RIY0AH0NS IH0N DHAH0 MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00466770_00474570.wav|ZIH1ROW0 MAH1NIY0 AH0ND ZIH1ROW0 IH0KSPIH1RIY0AH0NS IH0N DHAH0 MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00467610_00474570.wav|ZIH1ROW0 IH0KSPIH1RIY0AH0NS IH0N DHAH0 MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00469470_00474570.wav|AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00467880_00474570.wav|IH0KSPIH1RIY0AH0NS IH0N DHAH0 MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00467490_00474570.wav|AH0ND ZIH1ROW0 IH0KSPIH1RIY0AH0NS IH0N DHAH0 MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00467190_00474570.wav|MAH1NIY0 AH0ND ZIH1ROW0 IH0KSPIH1RIY0AH0NS IH0N DHAH0 MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00468930_00474570.wav|DHAH0 MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00471300_00474570.wav|AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00469200_00474570.wav|MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00468930_00474570.wav|IH0N DHAH0 MIH1DAH0L AH1V NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00469590_00474570.wav|NOW1WEH2R . AH0ND SOW1 AH0 LAA1T AH1V DHIY1Z AH0TEH1MPTS WER0 NAA1T TEH1RAH0BLIY0 SAH0KSEH1SFAH0L .
wavs/9-7-18 clem interviewed by tara_1.wav-00486750_00491880.wav|WIY1 WIY1 HHAE1D WAH1N KRUW1 MEH1MBER0 , GEY1L , BAA1RIY0Z DHAE1T JHOY1ND AH1S .
wavs/9-7-18 clem interviewed by tara_1.wav-00484020_00491880.wav|WER1K AH1V SIY1 SHEH1PER0D . WIY1 WIY1 HHAE1D WAH1N KRUW1 MEH1MBER0 , GEY1L , BAA1RIY0Z DHAE1T JHOY1ND AH1S .
wavs/9-7-18 clem interviewed by tara_1.wav-00484380_00491880.wav|SIY1 SHEH1PER0D . WIY1 WIY1 HHAE1D WAH1N KRUW1 MEH1MBER0 , GEY1L , BAA1RIY0Z DHAE1T JHOY1ND AH1S .
wavs/9-7-18 clem interviewed by tara_1.wav-00484380_00491880.wav|AH1V SIY1 SHEH1PER0D . WIY1 WIY1 HHAE1D WAH1N KRUW1 MEH1MBER0 , GEY1L , BAA1RIY0Z DHAE1T JHOY1ND AH1S .
wavs/9-7-18 clem interviewed by tara_1.wav-00485790_00491880.wav|SHEH1PER0D . WIY1 WIY1 HHAE1D WAH1N KRUW1 MEH1MBER0 , GEY1L , BAA1RIY0Z DHAE1T JHOY1ND AH1S .
wavs/9-7-18 clem interviewed by tara_1.wav-00489480_00497370.wav|GEY1L , BAA1RIY0Z DHAE1T JHOY1ND AH1S . AH0ND SHIY1 HHAE1D WER1KT AA1N WAH1N AH1V DHAH0 SIY1 SHEH1PER0D VEH1SAH0LZ IH0N AE2NTAA1RKTIH0KAH0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00490590_00497370.wav|DHAE1T JHOY1ND AH1S . AH0ND SHIY1 HHAE1D WER1KT AA1N WAH1N AH1V DHAH0 SIY1 SHEH1PER0D VEH1SAH0LZ IH0N AE2NTAA1RKTIH0KAH0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00490980_00497370.wav|JHOY1ND AH1S . AH0ND SHIY1 HHAE1D WER1KT AA1N WAH1N AH1V DHAH0 SIY1 SHEH1PER0D VEH1SAH0LZ IH0N AE2NTAA1RKTIH0KAH0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00490050_00497370.wav|BAA1RIY0Z DHAE1T JHOY1ND AH1S . AH0ND SHIY1 HHAE1D WER1KT AA1N WAH1N AH1V DHAH0 SIY1 SHEH1PER0D VEH1SAH0LZ IH0N AE2NTAA1RKTIH0KAH0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00492330_00497370.wav|AH0ND SHIY1 HHAE1D WER1KT AA1N WAH1N AH1V DHAH0 SIY1 SHEH1PER0D VEH1SAH0LZ IH0N AE2NTAA1RKTIH0KAH0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00491460_00497370.wav|AH1S . AH0ND SHIY1 HHAE1D WER1KT AA1N WAH1N AH1V DHAH0 SIY1 SHEH1PER0D VEH1SAH0LZ IH0N AE2NTAA1RKTIH0KAH0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00506820_00514530.wav|AH1V DHAE1T . SOW1 SHIY1 , SHIY1 HHAE1D AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00506700_00514530.wav|AH0ND AO1L AH1V DHAE1T . SOW1 SHIY1 , SHIY1 HHAE1D AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00509910_00514530.wav|SOW1 SHIY1 , SHIY1 HHAE1D AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00507090_00514530.wav|DHAE1T . SOW1 SHIY1 , SHIY1 HHAE1D AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00506820_00514530.wav|AO1L AH1V DHAE1T . SOW1 SHIY1 , SHIY1 HHAE1D AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 .
wavs/9-7-18 clem interviewed by tara_1.wav-00513210_00518429.wav|AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 . SOW1 SHIY1 IH2NTRAH0DUW1ST MIY1 TUW1 AH0 FIH1LM , ER1THLIH0NGZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00512610_00518429.wav|SHIY1 , SHIY1 HHAE1D AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 . SOW1 SHIY1 IH2NTRAH0DUW1ST MIY1 TUW1 AH0 FIH1LM , ER1THLIH0NGZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00512850_00518429.wav|SHIY1 HHAE1D AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 . SOW1 SHIY1 IH2NTRAH0DUW1ST MIY1 TUW1 AH0 FIH1LM , ER1THLIH0NGZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00514530_00518429.wav|SOW1 SHIY1 IH2NTRAH0DUW1ST MIY1 TUW1 AH0 FIH1LM , ER1THLIH0NGZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00514110_00518429.wav|AE1KCHAH0WAH0LIY0 . SOW1 SHIY1 IH2NTRAH0DUW1ST MIY1 TUW1 AH0 FIH1LM , ER1THLIH0NGZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00513690_00518429.wav|VEH1GAH0N , AE1KCHAH0WAH0LIY0 . SOW1 SHIY1 IH2NTRAH0DUW1ST MIY1 TUW1 AH0 FIH1LM , ER1THLIH0NGZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00513510_00518429.wav|BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 . SOW1 SHIY1 IH2NTRAH0DUW1ST MIY1 TUW1 AH0 FIH1LM , ER1THLIH0NGZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00513059_00518429.wav|HHAE1D AO1LSOW0 BIH1N VEH1GAH0N , AE1KCHAH0WAH0LIY0 . SOW1 SHIY1 IH2NTRAH0DUW1ST MIY1 TUW1 AH0 FIH1LM , ER1THLIH0NGZ .
wavs/9-7-18 clem interviewed by tara_1.wav-00548790_00551520.wav|AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00548100_00551520.wav|DHAE1T , YUW1 NOW1 , LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00549420_00551520.wav|HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00550230_00551520.wav|FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00548220_00551520.wav|YUW1 NOW1 , LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00548790_00551520.wav|WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00547470_00551520.wav|AW1T AH1V DHAE1T , YUW1 NOW1 , LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00547140_00551520.wav|WAH1NZ AW1T AH1V DHAE1T , YUW1 NOW1 , LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00550380_00551520.wav|YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00546840_00551520.wav|WIH1RD WAH1NZ AW1T AH1V DHAE1T , YUW1 NOW1 , LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00549330_00551520.wav|TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00549930_00551520.wav|AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00549150_00551520.wav|HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00547470_00551520.wav|AH1V DHAE1T , YUW1 NOW1 , LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00548340_00551520.wav|NOW1 , LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00546750_00551520.wav|DHAH0 WIH1RD WAH1NZ AW1T AH1V DHAE1T , YUW1 NOW1 , LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00548550_00551520.wav|LAY1K AO1L WIY1 HHAE1V TUW1 HHAE1V AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00549690_00551520.wav|EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00549600_00551520.wav|AE1N EH1KSTRAH0 AA1PSHAH0N FAO1R YUW1 . DHAE1TS KAA1MPLAH0KEY2TAH0D .
wavs/9-7-18 clem interviewed by tara_1.wav-00578610_00586020.wav|KAO1RS , DEH1RIY0 , FIH1SHIH0NG , EH2TSEH1TER0AH0 , EH2TSEH1TER0AH0 . AH0ND , AH0ND IH1T JHAH1ST SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK .
wavs/9-7-18 clem interviewed by tara_1.wav-00579270_00586020.wav|DEH1RIY0 , FIH1SHIH0NG , EH2TSEH1TER0AH0 , EH2TSEH1TER0AH0 . AH0ND , AH0ND IH1T JHAH1ST SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK .
wavs/9-7-18 clem interviewed by tara_1.wav-00578460_00586020.wav|AH1V KAO1RS , DEH1RIY0 , FIH1SHIH0NG , EH2TSEH1TER0AH0 , EH2TSEH1TER0AH0 . AH0ND , AH0ND IH1T JHAH1ST SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK .
wavs/9-7-18 clem interviewed by tara_1.wav-00580260_00586020.wav|FIH1SHIH0NG , EH2TSEH1TER0AH0 , EH2TSEH1TER0AH0 . AH0ND , AH0ND IH1T JHAH1ST SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK .
wavs/9-7-18 clem interviewed by tara_1.wav-00582090_00586020.wav|EH2TSEH1TER0AH0 . AH0ND , AH0ND IH1T JHAH1ST SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK .
wavs/9-7-18 clem interviewed by tara_1.wav-00581430_00586020.wav|EH2TSEH1TER0AH0 , EH2TSEH1TER0AH0 . AH0ND , AH0ND IH1T JHAH1ST SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK .
wavs/9-7-18 clem interviewed by tara_1.wav-00582630_00586020.wav|AH0ND , AH0ND IH1T JHAH1ST SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK .
wavs/9-7-18 clem interviewed by tara_1.wav-00583170_00590820.wav|AH0ND IH1T JHAH1ST SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK . SOW1 IH1TS AH0 VEH1RIY0 PEY1NFAH0L FIH1LM TUW1 WAA1CH BIH0KAO1Z DHEH1RZ AH0 LAA1T , AH0 LAA1T AH0 LAA1T AH1V SAH1FER0IH0NG .
wavs/9-7-18 clem interviewed by tara_1.wav-00583590_00590820.wav|SHOW1Z HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK . SOW1 IH1TS AH0 VEH1RIY0 PEY1NFAH0L FIH1LM TUW1 WAA1CH BIH0KAO1Z DHEH1RZ AH0 LAA1T , AH0 LAA1T AH0 LAA1T AH1V SAH1FER0IH0NG .
wavs/9-7-18 clem interviewed by tara_1.wav-00583920_00590820.wav|HHAW1 IH1T IH1Z WIH0THAW1T EH1NIY0 MAE1SK . SOW1 IH1TS AH0 VEH1RIY0 PEY1NFAH0L FIH1LM TUW1 WAA1CH BIH0KAO1Z DHEH1RZ AH0 LAA1T , AH0 LAA1T AH0 LAA1T AH1V SAH1FER0IH0NG .
